item,path,database_table,metadata_differences
Oil of Unlife (Lesser),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\oil-of-unlife-(lesser).md,Consumables,"source: vault='gmcore', db='advancedplayersguide'; traits: vault='consumable, magical, oil, void', db='Consumable, Magical, Necromancy, Negative, Oil'"
Oil of Unlife (Major),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\oil-of-unlife-(major).md,Consumables,"source: vault='gmcore', db='advancedplayersguide'; traits: vault='consumable, magical, oil, void', db='Consumable, Magical, Necromancy, Negative, Oil'"
Oil of Unlife (Minor),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\oil-of-unlife-(minor).md,Consumables,"source: vault='gmcore', db='advancedplayersguide'; traits: vault='consumable, magical, oil, void', db='Consumable, Magical, Necromancy, Negative, Oil'"
Oil of Unlife (Moderate),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\oil-of-unlife-(moderate).md,Consumables,"source: vault='gmcore', db='advancedplayersguide'; traits: vault='consumable, magical, oil, void', db='Consumable, Magical, Necromancy, Negative, Oil'"
Oil of Weightlessness (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\oil-of-weightlessness-(greater).md,Consumables,"source: vault='gmcore', db='corerulebook'; traits: vault='consumable, magical, oil', db='Consumable, Magical, Oil, Transmutation'"
Oil of Weightlessness,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\oil-of-weightlessness.md,Consumables,"source: vault='gmcore', db='corerulebook'; traits: vault='consumable, magical, oil', db='Consumable, Magical, Oil, Transmutation'"
Oilskin Pouch,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\Oilskin Pouch.md,Mundane,
Oily Button,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\oily-button.md,Consumables,"rarity: vault='Uncommon', db='Common'; source: vault='adventuretheslithering', db='theslithering'; traits: vault='consumable, magical, talisman', db='Consumable, Evocation, Force, Magical, Talisman'"
Olfactory Obfuscator (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\olfactory-obfuscator-(greater).md,Alchemical_Items,
Ommatophoric Mutagen,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\ommatophoric-mutagen.md,Alchemical_Items,"traits: vault='alchemical, consumable, elixir, mutagen, polymorph', db='Alchemical, Consumable, Elixir, Mutagen, Polymorph, Uncommon'"
Omnidirectional Spear Snare,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\omnidirectional-spear-snare.md,Snares,
One Hundred Victories,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\one-hundred-victories.md,Tattoos,"traits: vault='invested, magical, tattoo', db='Invested, Magical, Necromancy, Tattoo'"
Onslaught Hide,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\onslaught-hide.md,Specific_Magic_Armor,
Onyx Panther,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\onyx-panther.md,Consumables,"source: vault='gmcore', db='corerulebook'; traits: vault='consumable, magical, talisman', db='Consumable, Magical, Talisman, Transmutation'"
Ooze Ammunition (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\ooze-ammunition-(greater).md,Alchemical_Items,
Ooze Ammunition (Lesser),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\ooze-ammunition-(lesser).md,Alchemical_Items,
Ooze Ammunition (Major),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\ooze-ammunition-(major).md,Alchemical_Items,
Ooze Ammunition (Moderate),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\ooze-ammunition-(moderate).md,Alchemical_Items,
Ooze Skin,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\ooze-skin.md,Alchemical_Items,
Oozepick (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\oozepick-(greater).md,Alchemical_Items,"traits: vault='alchemical, consumable', db='Alchemical, Consumable, Uncommon'"
Oozepick,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\Oozepick.md,Alchemical_Items,
Open Mind,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\open-mind.md,Tattoos,"traits: vault='invested, magical, tattoo', db='Invested, Magical, Tattoo, Uncommon'"
Oracular Crown,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\oracular-crown.md,Worn_Items,"traits: vault='divine, focused, invested', db='Divine, Focused, Invested, Necromancy'"
Orc Knuckle Dagger,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\orc-knuckle-dagger.md,Weapon_Basic,
Orc Necksplitter,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\orc-necksplitter.md,Weapon_Basic,"rarity: vault='Uncommon', db='Rare'"
Orchestral Brooch,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\orchestral-brooch.md,Consumables,"traits: vault='auditory, consumable, magical, talisman', db='Consumable, Magical, Talisman, Transmutation'"
Orichalcum Chunk,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\Orichalcum Chunk.md,Materials,
Orichalcum Ingot,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\Orichalcum Ingot.md,Materials,
Origin Unguent,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\origin-unguent.md,Alchemical_Items,
Orm Choker,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\orm-choker.md,Worn_Items,"traits: vault='invested, magical', db='Invested, Magical, Rare'"
Ouroboros Buckles,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\ouroboros-buckles.md,Specific_Magic_Armor,"traits: vault='adjusted, comfort, invested, magical', db='Invested, Magical, Rare, Transmutation'"
Ouroboros Flail (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\ouroboros-flail-(greater).md,Specific_Magic_Weapons,"traits: vault='disarm, magical, sweep, trip', db='Magical, Transmutation'"
Ouroboros Flail (Major),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\ouroboros-flail-(major).md,Specific_Magic_Weapons,"traits: vault='disarm, magical, sweep, trip', db='Magical, Transmutation'"
Ouroboros Flail,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\ouroboros-flail.md,Specific_Magic_Weapons,"traits: vault='disarm, magical, sweep, trip', db='Magical, Transmutation'"
Owlbear Egg,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\owlbear-egg.md,Alchemical_Items,
Oxygen Ooze,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\oxygen-ooze.md,Alchemical_Items,"traits: vault='alchemical, consumable', db='Alchemical, Consumable, Uncommon'"
Pacifying,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\Pacifying.md,Runes,
Pactmaster's Grace,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\pactmasters-grace.md,Worn_Items,"traits: vault='invested, magical', db='Divination, Invested, Magical, Uncommon'"
Paint Set,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\Paint Set.md,Mundane,
Paired (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\paired-(greater).md,Runes,"source: vault='thegrandbazaar', db='grandbazaar'; traits: vault='magical, teleportation', db='Conjuration, Magical, Teleportation, Uncommon'"
Paired (Major),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\paired-(major).md,Runes,"source: vault='thegrandbazaar', db='grandbazaar'; traits: vault='magical, teleportation', db='Conjuration, Magical, Teleportation, Uncommon'"
Paired,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\Paired.md,Runes,
Palanquin of Night,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\palanquin-of-night.md,Held_Items,"traits: vault='magical', db='Conjuration, Magical, Uncommon'"
Pale Fade,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\pale-fade.md,Alchemical_Items,
Palette of Masterstrokes,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\palette-of-masterstrokes.md,Held_Items,"source: vault='kingmaker', db='kingmakercompanionguide'; traits: vault='magical', db='Conjuration, Magical, Rare'"
Pallesthetic Mutagen,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\pallesthetic-mutagen.md,Alchemical_Items,"traits: vault='alchemical, consumable, elixir, mutagen, polymorph', db='Alchemical, Consumable, Elixir, Mutagen, Polymorph, Uncommon'"
Palm Crossbow,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\palm-crossbow.md,Mundane,"level: vault='3', db='3.0'"
Panabas,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\Panabas.md,Weapon_Basic,
Panacea Fruit,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\panacea-fruit.md,Consumables,"traits: vault='consumable, healing, primal', db='Consumable, Healing, Necromancy, Primal, Rare'"
Panacea,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\Panacea.md,Consumables,
Panaceatic Salve,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\panaceatic-salve.md,Consumables,"traits: vault='consumable, magical, mental, oil', db='Abjuration, Consumable, Enchantment, Magical, Mental, Oil, Uncommon'"
Pantograph Gauntlet,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\pantograph-gauntlet.md,Weapon_Basic,"rarity: vault='Uncommon', db='Rare'"
Paper Shredder,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\paper-shredder.md,Mundane,"level: vault='2', db='2.0'; traits: vault='clockwork', db='Clockwork, Uncommon'"
Parade Armor,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\parade-armor.md,Adjustments,"level: vault='2', db='2.0'; traits: vault='adjustment', db='Adjustment, Uncommon'"
Parchment of Direct Message,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\parchment-of-direct-message.md,Held_Items,"traits: vault='magical', db='Divination, Magical, Uncommon'"
Parchment of Secrets,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\parchment-of-secrets.md,Consumables,"traits: vault='consumable, illusion, magical', db='Consumable, Illusion, Magical, Uncommon'"
Parrying Scabbard,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\Parrying Scabbard.md,Mundane,
Pathfinder Chronicle,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\pathfinder-chronicle.md,Mundane,"level: vault='3', db='3.0'"
Pathfinder's Coin,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\pathfinders-coin.md,Held_Items,"traits: vault='illusion, magical', db='Illusion, Magical, Uncommon'"
Pathfinder's Pouch,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\pathfinders-pouch.md,Worn_Items,"traits: vault='extradimensional, invested, magical', db='Abjuration, Extradimensional, Invested, Magical, Uncommon'"
Peace in Dreams Tea,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\peace-in-dreams-tea.md,Consumables,"traits: vault='consumable, magical, potion, tea', db='Abjuration, Consumable, Magical, Potion, Tea, Uncommon'"
Peacemaker,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\Peacemaker.md,Consumables,
Peachwood Branch,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\Peachwood Branch.md,Materials,
Peachwood Lumber,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\Peachwood Lumber.md,Materials,
Peachwood Talisman,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\peachwood-talisman.md,Consumables,"traits: vault='consumable, magical, talisman', db='Consumable, Magical, Talisman, Uncommon'"
Pelagic Helmet,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\Pelagic Helmet.md,Mundane,
Pendant of the Occult (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\pendant-of-the-occult-(greater).md,Worn_Items,"source: vault='gmcore', db='corerulebook'; traits: vault='invested, occult', db='Divination, Invested, Occult'"
Pendant of the Occult,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\pendant-of-the-occult.md,Worn_Items,"source: vault='gmcore', db='corerulebook'; traits: vault='invested, occult', db='Divination, Invested, Occult'"
Penetrating Ammunition,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\penetrating-ammunition.md,Consumables,"source: vault='gmcore', db='corerulebook'; traits: vault='consumable, magical', db='Consumable, Magical, Transmutation'"
Perfect Droplet (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\perfect-droplet-(greater).md,Spellhearts,"traits: vault='magical, spellheart, water', db='Evocation, Magical, Spellheart, Water'"
Perfect Droplet (Major),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\perfect-droplet-(major).md,Spellhearts,"traits: vault='magical, spellheart, water', db='Evocation, Magical, Spellheart, Water'"
Perfect Droplet,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\perfect-droplet.md,Spellhearts,"traits: vault='magical, spellheart, water', db='Evocation, Magical, Spellheart, Water'"
Periscope,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\Periscope.md,Mundane,
Pernicious Spore Bomb (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\pernicious-spore-bomb-(greater).md,Alchemical_Items,"traits: vault='alchemical, bomb, consumable, poison, splash', db='Alchemical, Bomb, Consumable, Poison, Splash, Uncommon'"
Pernicious Spore Bomb (Lesser),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\pernicious-spore-bomb-(lesser).md,Alchemical_Items,"traits: vault='alchemical, bomb, consumable, poison, splash', db='Alchemical, Bomb, Consumable, Poison, Splash, Uncommon'"
Pernicious Spore Bomb (Major),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\pernicious-spore-bomb-(major).md,Alchemical_Items,"traits: vault='alchemical, bomb, consumable, poison, splash', db='Alchemical, Bomb, Consumable, Poison, Splash, Uncommon'"
Pernicious Spore Bomb (Moderate),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\pernicious-spore-bomb-(moderate).md,Alchemical_Items,"traits: vault='alchemical, bomb, consumable, poison, splash', db='Alchemical, Bomb, Consumable, Poison, Splash, Uncommon'"
Persona Mask (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\persona-mask-(greater).md,Worn_Items,"source: vault='gmcore', db='corerulebook'; traits: vault='fortune, invested, magical', db='Fortune, Illusion, Invested, Magical'"
Persona Mask,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\persona-mask.md,Worn_Items,"source: vault='gmcore', db='corerulebook'; traits: vault='fortune, invested, magical', db='Fortune, Illusion, Invested, Magical'"
Phalanx Piercer,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\phalanx-piercer.md,Weapon_Basic,"traits: vault='concussive, hobgoblin, propulsive, razing, volley-30', db='Concussive, Hobgoblin, Propulsive, Razing, Volley 30 ft.'"
Phantasmal Doorknob (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\phantasmal-doorknob-(greater).md,Spellhearts,"traits: vault='emotion, magical, mental, spellheart', db='Emotion, Illusion, Magical, Mental, Spellheart'"
Phantasmal Doorknob (Major),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\phantasmal-doorknob-(major).md,Spellhearts,"traits: vault='emotion, magical, mental, spellheart', db='Emotion, Illusion, Magical, Mental, Spellheart'"
Phantasmal Doorknob,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\phantasmal-doorknob.md,Spellhearts,"traits: vault='emotion, magical, mental, spellheart', db='Emotion, Illusion, Magical, Mental, Spellheart'"
Phantom Roll,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\phantom-roll.md,Alchemical_Items,
Phantom Shroud,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\phantom-shroud.md,Worn_Items,"traits: vault='invested, magical', db='Conjuration, Invested, Magical, Uncommon'"
Pheromone Flare (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\pheromone-flare-(greater).md,Alchemical_Items,
Pheromone Flare (Lesser),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\pheromone-flare-(lesser).md,Alchemical_Items,
Pheromone Flare (Moderate),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\pheromone-flare-(moderate).md,Alchemical_Items,
Philosopher's Stone,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\philosophers-stone.md,Alchemical_Items,"traits: vault='alchemical, consumable', db='Alchemical, Consumable, Uncommon'"
Philter of Empty Dreams,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\philter-of-empty-dreams.md,Consumables,"traits: vault='consumable, magical, potion', db='Consumable, Magical, Necromancy, Poison, Rare'"
Phoenix Cinder,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\phoenix-cinder.md,Consumables,"traits: vault='consumable, fire, primal', db='Consumable, Evocation, Fire, Primal, Rare'"
Phoenix Flask,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\phoenix-flask.md,Consumables,"traits: vault='consumable, fire, magical, potion', db='Consumable, Evocation, Fire, Magical, Potion'"
Phoenix Fulu Holder,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\phoenix-fulu-holder.md,Consumables,"traits: vault='magical, rare', db='Magical, Rare, Transmutation'"
Phylactery of Faithfulness (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\phylactery-of-faithfulness-(greater).md,Worn_Items,"traits: vault='divine, invested', db='Divination, Divine, Invested'"
Phylactery of Faithfulness,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\phylactery-of-faithfulness.md,Worn_Items,"traits: vault='divine, invested', db='Divination, Divine, Invested'"
Pick,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\Pick.md,Weapon_Basic,
Pickled Demon Tongue (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\pickled-demon-tongue-(greater).md,Spellhearts,"traits: vault='acid, divine, spellheart', db='Acid, Divine, Evocation, Spellheart, Uncommon'"
Pickled Demon Tongue (Major),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\pickled-demon-tongue-(major).md,Spellhearts,"traits: vault='acid, divine, spellheart', db='Acid, Divine, Evocation, Spellheart, Uncommon'"
