Name,ItemLevel,Type,Subtype,Cost,Curse,Traits,Rarity,Bulk,Source,Adventuring,Alchemist,Arcane,Blacksmith,Scribe,Bowyer,General,Jewelry,Leatherworker,Music_Games,Illicit,Tailor,Temple,Armorer,Weaponsmith,Tattooist,Publisher_Source
Spellwatch,13,,,3000,,magical,,,Pathfinder Treasure Vault pg. 13,,,,,,,,,,,,,,,,,Paizo
Sphere of Annihilation,27,,,0,,"artifact, magical",Rare,,Pathfinder Gamemastery Guide,,,,,,,,,,,,,,,,,Paizo
Spiced Demonade,2,,,8,,"alchemical, consumable, elixir",Rare,,Pathfinder Lost Omens Rival Academies,,,,,,,,,,,,,,,,,Paizo
Spider Chair,12,,,1800,,"clockwork, magical",Uncommon,3,Pathfinder Guns & Gears,,,,,,,,,,,,,,,,,Paizo
Spider Gun (Greater),9,,,1400,,magical,Uncommon,2,Pathfinder Guns & Gears,,,,,,,,,,,,,,,,,Paizo
Spider Gun (Major),15,,,6500,,magical,Uncommon,2,Pathfinder Guns & Gears,,,,,,,,,,,,,,,,,Paizo
Spider Gun,6,,,250,,magical,Uncommon,2,Pathfinder Guns & Gears,,,,,,,,,,,,,,,,,Paizo
Spider Mold,4,,,20,,"alchemical, consumable, ingested, poison",Uncommon,L,Pathfinder One-Shot #2: Dinner at Lionlodge,,,,,,,,,,,,,,,,,Paizo
Spider Satchel (Greater),12,,,350,,"alchemical, bomb, consumable, poison, splash",Uncommon,L,Pathfinder #203: Shepherd of Decay,,,,,,,,,,,,,,,,,Paizo
Spider Satchel (Lesser),2,,,6,,"alchemical, bomb, consumable, poison, splash",Uncommon,L,Pathfinder #203: Shepherd of Decay,,,,,,,,,,,,,,,,,Paizo
Spider Satchel (Major),18,,,4000,,"alchemical, bomb, consumable, poison, splash",Uncommon,L,Pathfinder #203: Shepherd of Decay,,,,,,,,,,,,,,,,,Paizo
Spider Satchel (Moderate),4,,,16,,"alchemical, bomb, consumable, poison, splash",Uncommon,L,Pathfinder #203: Shepherd of Decay,,,,,,,,,,,,,,,,,Paizo
Spike Launcher,6,,,250,,"backstabber, fatal-aim-d12, kickback, magical",Uncommon,2,Pathfinder Guns & Gears,,,,,,,,,,,,,,,,,Paizo
Spikes,,,,,,,,,,,,,,,,,,,,,,,,,,
Spirit Bulb (Greater),12,,,300,,"consumable, magical, plant",Uncommon,,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Spirit Bulb (Major),14,,,500,,"consumable, magical, plant",Uncommon,,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Spirit Bulb,10,,,200,,"consumable, magical, plant",Uncommon,,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Spleen Bloodstone of Arazni,11,,,0,,"artifact, divine",Unique,1,Pathfinder Claws of the Tyrant,,,,,,,,,,,,,,,,,Paizo
Splendid Skull Mask,,,,,,,,,,,,,,,,,,,,,,,,,,
Splint,,,,,,,,,,,,,,,,,,,,,,,,,,
Spoon Gun,,,,,,,,,,,,,,,,,,,,,,,,,,
Spore Shephard's Staff (Greater),8,,,475,,"magical, staff, two-hand-d8",Uncommon,1,Pathfinder #193: Mantle of Gold,,,,,,,,,,,,,,,,,Paizo
Spore Shephard's Staff (Major),4,,,100,,"magical, staff, two-hand-d8",Uncommon,1,Pathfinder #193: Mantle of Gold,,,,,,,,,,,,,,,,,Paizo
Spore Shephard's Staff,4,,,100,,"magical, staff, two-hand-d8",Uncommon,1,Pathfinder #193: Mantle of Gold,,,,,,,,,,,,,,,,,Paizo
Spray Pellets,,,,,,,,,,,,,,,,,,,,,,,,,,
Spring Heel,5,,,150,,"clockwork, mechanical",Uncommon,1,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Spyglass Eye,5,,,160,,magical,,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
St. Alkitarem's Eye,2,,,28,,"invested, magical",Unique,,Pathfinder #152: Legacy of the Lost God,,,,,,,,,,,,,,,,,Paizo
Staff of Arcane Might (Greater),16,,,10000,,"magical, staff, two-hand-d8",Rare,1,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Staff of Arcane Might (Major),20,,,90000,,"magical, staff, two-hand-d8",Rare,1,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Staff of Arcane Might,12,,,1900,,"magical, staff, two-hand-d8",Rare,1,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Staff of Sun Wukong,20,,,0,,"artifact, divine, monk, parry, reach, trip",Unique,2,Pathfinder Lost Omens Tian Xia Character Guide,,,,,,,,,,,,,,,,,Paizo
Stage Magician's Cloak,13,,,3000,,"invested, magical",Unique,L,Pathfinder #204: Stage Fright,,,,,,,,,,,,,,,,,Paizo
Standard Astrolabe,2,,,30,,,Uncommon,L,Pathfinder Lost Omens Pathfinder Society Guide,,,,,,,,,,,,,,,,,Paizo
Standard Book of Translation (Tien),2,,,25,,,Uncommon,L,Pathfinder Lost Omens Pathfinder Society Guide,,,,,,,,,,,,,,,,,Paizo
Starfaring Cloak,24,,,0,,"artifact, divine, invested, light",Unique,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Starless Scope Lens,9,,,100,,,Rare,,Pathfinder Adventure: Malevolence,,,,,,,,,,,,,,,,,Paizo
Static Muscular Relay,10,,,180,,"consumable, electricity, gadget",Uncommon,L,Pathfinder Lost Omens Rival Academies,,,,,,,,,,,,,,,,,Paizo
Steam Winch,8,,,425,,steam,Rare,2,Pathfinder Guns & Gears,,,,,,,,,,,,,,,,,Paizo
Steamflight Pack,15,,,6000,,"clockwork, steam",Rare,2,Pathfinder Guns & Gears,,,,,,,,,,,,,,,,,Paizo
Stepping Stone Shot (Greater),10,,,185,,"consumable, magical",Uncommon,,Pathfinder Guns & Gears,,,,,,,,,,,,,,,,,Paizo
Stepping Stone Shot,7,,,65,,"consumable, magical",Uncommon,,Pathfinder Guns & Gears,,,,,,,,,,,,,,,,,Paizo
Stone of Unrivaled Skill,17,,,0,,"contract, invested, magical",Rare,,Pathfinder Dark Archive,,,,,,,,,,,,,,,,,Paizo
Stony Hag Eye,6,,,250,,"invested, occult, scrying",Rare,,Pathfinder #182: Graveclaw,,,,,,,,,,,,,,,,,Paizo
Storied Skin,3,,,45,,"invested, magical, tattoo",Uncommon,,Pathfinder #207: The Resurrection Flood,,,,,,,,,,,,,,,,,Paizo
Storm Chair,14,,,4400,,"electricity, magical",Rare,3,Pathfinder Guns & Gears,,,,,,,,,,,,,,,,,Paizo
Stormshard (Greater),12,,,1800,,magical,Uncommon,,"Pathfinder #208: Hoof, Cinder, and Storm",,,,,,,,,,,,,,,,,Paizo
Stormshard (Major),18,,,19000,,magical,Uncommon,,"Pathfinder #208: Hoof, Cinder, and Storm",,,,,,,,,,,,,,,,,Paizo
stormshard,,,,,,,,,,,,,,,,,,,,,,,,,,
Striking (Greater),12,,,1065,,magical,,,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Striking (Major),19,,,31065,,magical,,,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Subterfuge Suit,,,,,,,,,,,,,,,,,,,,,,,,,,
Suit of Armoire,13,,,0,,"bulwark, invested, magical, common",,4,Pathfinder Blog: April Fools,,,,,,,,,,,,,,,,,Paizo
Sun Shot,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Goggles,3,,,20,,,,,Pathfinder NPC Core,,,,,,,,,,,,,,,,,Paizo
Sunken Pistol,8,,,0,,"arcane, concussive, intelligent, scatter-5",Rare,1,Pathfinder Guns & Gears,,,,,,,,,,,,,,,,,Paizo
Support,,,,,,,,,,,,,,,,,,,,,,,,,,
Symbol of Conflict (Greater),10,,,900,,"divine, invested",Uncommon,,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Symbol of Conflict (Major),18,,,19000,,"divine, invested",Uncommon,,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Symbol of Conflict,4,,,90,,"divine, invested",Uncommon,,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Talented Tap Shoes,11,,,1250,,"invested, magical",Rare,L,Pathfinder Lost Omens Rival Academies,,,,,,,,,,,,,,,,,Paizo
Talisman of the Sphere,20,,,0,,"artifact, magical",Rare,,Pathfinder Gamemastery Guide,,,,,,,,,,,,,,,,,Paizo
Taljjae's Mask (The Beast),18,,,0,,"invested, magical",Unique,,Pathfinder Lost Omens Monsters of Myth,,,,,,,,,,,,,,,,,Paizo
Taljjae's Mask (The General),18,,,0,,"invested, magical",Unique,,Pathfinder Lost Omens Monsters of Myth,,,,,,,,,,,,,,,,,Paizo
Taljjae's Mask (The Grandmother),18,,,0,,"invested, magical",Unique,,Pathfinder Lost Omens Monsters of Myth,,,,,,,,,,,,,,,,,Paizo
Taljjae's Mask (The Hermit),18,,,0,,"invested, magical",Unique,,Pathfinder Lost Omens Monsters of Myth,,,,,,,,,,,,,,,,,Paizo
Taljjae's Mask (The Hero),18,,,0,,"invested, magical",Unique,,Pathfinder Lost Omens Monsters of Myth,,,,,,,,,,,,,,,,,Paizo
Taljjae's Mask (The Nobleman),18,,,0,,"invested, magical",Unique,,Pathfinder Lost Omens Monsters of Myth,,,,,,,,,,,,,,,,,Paizo
Taljjae's Mask (The Wanderer),18,,,0,,"invested, magical",Unique,,Pathfinder Lost Omens Monsters of Myth,,,,,,,,,,,,,,,,,Paizo
Tangibility Resonator (Lesser),5,,,25,,"consumable, gadget, sonic",Uncommon,L,Pathfinder Lost Omens Rival Academies,,,,,,,,,,,,,,,,,Paizo
Tangibility Resonator (Major),17,,,2500,,"consumable, gadget, sonic",Uncommon,L,Pathfinder Lost Omens Rival Academies,,,,,,,,,,,,,,,,,Paizo
Tangibility Resonator (Moderate),11,,,300,,"consumable, gadget, sonic",Uncommon,L,Pathfinder Lost Omens Rival Academies,,,,,,,,,,,,,,,,,Paizo
Tears of the Last Azlanti,25,,,0,,"arcane, artifact, invested, unique",,L,Pathfinder #156: The Apocalypse Prophet,,,,,,,,,,,,,,,,,Paizo
Temperbrand,20,,,70000,,"fire, magical, shove",Unique,2,Pathfinder Adventure: Prey for Death,,,,,,,,,,,,,,,,,Paizo
Tenderizer Grenade (Greater),11,,,275,,"acid, alchemical, bomb, consumable, plant, splash",Uncommon,L,Pathfinder #203: Shepherd of Decay,,,,,,,,,,,,,,,,,Paizo
Tenderizer Grenade (Lesser),1,,,4,,"acid, alchemical, bomb, consumable, plant, splash",Uncommon,L,Pathfinder #203: Shepherd of Decay,,,,,,,,,,,,,,,,,Paizo
Tenderizer Grenade (Major),17,,,2750,,"acid, alchemical, bomb, consumable, plant, splash",Uncommon,L,Pathfinder #203: Shepherd of Decay,,,,,,,,,,,,,,,,,Paizo
Tenderizer Grenade (Moderate),3,,,12,,"acid, alchemical, bomb, consumable, plant, splash",Uncommon,L,Pathfinder #203: Shepherd of Decay,,,,,,,,,,,,,,,,,Paizo
Tengu Feather Fan,5,,,0,,primal,Unique,L,Pathfinder Lost Omens Ancestry Guide,,,,,,,,,,,,,,,,,Paizo
Tentacle Cannon (Greater),13,,,2000,,"capacity-5, concussive, fatal-d12, magical",Uncommon,2,Pathfinder Guns & Gears,,,,,,,,,,,,,,,,,Paizo
Tentacle Cannon (Major),17,,,15000,,"capacity-5, concussive, fatal-d12, magical",Uncommon,2,Pathfinder Guns & Gears,,,,,,,,,,,,,,,,,Paizo
Tentacle Cannon,7,,,360,,"capacity-5, concussive, fatal-d12, magical",Uncommon,2,Pathfinder Guns & Gears,,,,,,,,,,,,,,,,,Paizo
The Avalanche,20,,,0,,"artifact, harrow-court, invested, magical",Unique,,Pathfinder #192: Worst of All Possible Worlds,,,,,,,,,,,,,,,,,Paizo
The Bear,20,,,0,,"artifact, harrow-court, invested, magical",Unique,L,Pathfinder #191: The Destiny War,,,,,,,,,,,,,,,,,Paizo
The Beating,20,,,0,,"artifact, harrow-court, invested, magical",Unique,L,Pathfinder #191: The Destiny War,,,,,,,,,,,,,,,,,Paizo
The Betrayal,20,,,0,,"artifact, harrow-court, invested, magical",Unique,,Pathfinder #192: Worst of All Possible Worlds,,,,,,,,,,,,,,,,,Paizo
The Big Sky,20,,,0,,"artifact, harrow-court, invested, magical",Unique,,Pathfinder #190: The Choosing,,,,,,,,,,,,,,,,,Paizo
The Brass Dwarf,20,,,0,,"artifact, harrow-court, invested, magical",Unique,,Pathfinder #190: The Choosing,,,,,,,,,,,,,,,,,Paizo
The Carnival,20,,,0,,"artifact, harrow-court, invested, magical, unique",,,Pathfinder #190: The Choosing,,,,,,,,,,,,,,,,,Paizo
The Courtesan,20,,,0,,"artifact, harrow-court, illusion, invested, magical",Unique,,Pathfinder #192: Worst of All Possible Worlds,,,,,,,,,,,,,,,,,Paizo
The Cricket,20,,,0,,"artifact, harrow-court, invested, magical",Unique,,Pathfinder #192: Worst of All Possible Worlds,,,,,,,,,,,,,,,,,Paizo
The Crows,20,,,0,,"artifact, harrow-court, invested, magical",Unique,,Pathfinder #192: Worst of All Possible Worlds,,,,,,,,,,,,,,,,,Paizo
The Cyclone,20,,,0,,"artifact, harrow-court, invested, magical",Unique,,Pathfinder #191: The Destiny War,,,,,,,,,,,,,,,,,Paizo
The Dance,20,,,0,,"artifact, harrow-court, invested, magical",Unique,,Pathfinder #192: Worst of All Possible Worlds,,,,,,,,,,,,,,,,,Paizo
The Deck of Destiny,25,,,0,,"artifact, invested, magical, unique",,L,Pathfinder #192: Worst of All Possible Worlds,,,,,,,,,,,,,,,,,Paizo
The Demon's Lantern,20,,,0,,"artifact, harrow-court, invested, magical",Unique,,Pathfinder #191: The Destiny War,,,,,,,,,,,,,,,,,Paizo
The Desert,20,,,0,,"artifact, harrow-court, invested, magical",Unique,,Pathfinder #191: The Destiny War,,,,,,,,,,,,,,,,,Paizo
The Eclipse,20,,,0,,"artifact, harrow-court, invested, magical",Unique,,Pathfinder #192: Worst of All Possible Worlds,,,,,,,,,,,,,,,,,Paizo
The Empty Throne,20,,,0,,"artifact, harrow-court, invested, magical",Unique,,Pathfinder #190: The Choosing,,,,,,,,,,,,,,,,,Paizo
The Fiend,20,,,0,,"artifact, harrow-court, illusion, invested, magical",Unique,,Pathfinder #190: The Choosing,,,,,,,,,,,,,,,,,Paizo
The Fool,20,,,0,,"artifact, harrow-court, invested, magical",Unique,,Pathfinder #192: Worst of All Possible Worlds,,,,,,,,,,,,,,,,,Paizo
The Forge,20,,,0,,"artifact, harrow-court, invested, magical",Unique,,Pathfinder #191: The Destiny War,,,,,,,,,,,,,,,,,Paizo
The Hidden Truth,20,,,0,,"artifact, harrow-court, invested, magical",Unique,,Pathfinder #191: The Destiny War,,,,,,,,,,,,,,,,,Paizo
The Inquisitor,20,,,0,,"artifact, harrow-court, invested, magical",Unique,,Pathfinder #192: Worst of All Possible Worlds,,,,,,,,,,,,,,,,,Paizo
The Joke,20,,,0,,"artifact, harrow-court, invested, magical",Unique,,Pathfinder #192: Worst of All Possible Worlds,,,,,,,,,,,,,,,,,Paizo
The Juggler,20,,,0,,"artifact, harrow-court, invested, magical",Unique,,Pathfinder #190: The Choosing,,,,,,,,,,,,,,,,,Paizo
The Keep,20,,,0,,"artifact, harrow-court, invested, magical",Unique,,Pathfinder #191: The Destiny War,,,,,,,,,,,,,,,,,Paizo
The Lens of the Outreaching Eye,20,,,0,,"artifact, invested, magical, scrying",Unique,L,Pathfinder #191: The Destiny War,,,,,,,,,,,,,,,,,Paizo
The Liar,20,,,0,,"artifact, harrow-court, invested, magical",Unique,,Pathfinder #190: The Choosing,,,,,,,,,,,,,,,,,Paizo
The Locksmith,20,,,0,,"artifact, harrow-court, invested, magical",Unique,,Pathfinder #190: The Choosing,,,,,,,,,,,,,,,,,Paizo
The Lost,20,,,0,,"artifact, harrow-court, invested, magical",Unique,,Pathfinder #191: The Destiny War,,,,,,,,,,,,,,,,,Paizo
The Marriage,20,,,0,,"artifact, harrow-court, invested, magical",Unique,,Pathfinder #191: The Destiny War,,,,,,,,,,,,,,,,,Paizo
The Midwife,20,,,0,,"artifact, harrow-court, invested, magical",Unique,,Pathfinder #191: The Destiny War,,,,,,,,,,,,,,,,,Paizo
The Mountain Man,20,,,0,,"artifact, harrow-court, invested, magical",Unique,,Pathfinder #190: The Choosing,,,,,,,,,,,,,,,,,Paizo
The Owl,20,,,0,,"artifact, harrow-court, invested, magical",Unique,,Pathfinder #191: The Destiny War,,,,,,,,,,,,,,,,,Paizo
The Paladin,20,,,0,,"artifact, harrow-court, invested, magical",Unique,,Pathfinder #190: The Choosing,,,,,,,,,,,,,,,,,Paizo
The Peacock,20,,,0,,"artifact, harrow-court, invested, magical",Unique,,Pathfinder #192: Worst of All Possible Worlds,,,,,,,,,,,,,,,,,Paizo
The Publican,20,,,0,,"artifact, harrow-court, invested, magical",Unique,,Pathfinder #190: The Choosing,,,,,,,,,,,,,,,,,Paizo
The Queen Mother,20,,,0,,"artifact, harrow-court, invested, magical",Unique,,Pathfinder #192: Worst of All Possible Worlds,,,,,,,,,,,,,,,,,Paizo
The Rabbit Prince,20,,,0,,"artifact, harrow-court, invested, magical",Unique,,Pathfinder #190: The Choosing,,,,,,,,,,,,,,,,,Paizo
The Rakshasa,20,,,0,,"artifact, harrow-court, invested, magical",Unique,,Pathfinder #190: The Choosing,,,,,,,,,,,,,,,,,Paizo
The Sickness,20,,,0,,"artifact, harrow-court, invested, magical",Unique,,Pathfinder #191: The Destiny War,,,,,,,,,,,,,,,,,Paizo
The Silent Hag,20,,,0,,"artifact, harrow-court, invested, magical",Unique,,Pathfinder #190: The Choosing,,,,,,,,,,,,,,,,,Paizo
The Snakebite,20,,,0,,"artifact, harrow-court, invested, magical, poison",Unique,,Pathfinder #190: The Choosing,,,,,,,,,,,,,,,,,Paizo
The Survivor,20,,,0,,"artifact, harrow-court, invested, magical",Unique,,Pathfinder #191: The Destiny War,,,,,,,,,,,,,,,,,Paizo
The Tangled Briar,20,,,0,,"artifact, harrow-court, invested, magical",Unique,,Pathfinder #191: The Destiny War,,,,,,,,,,,,,,,,,Paizo
The Teamster,20,,,0,,"artifact, harrow-court, invested, magical",Unique,,Pathfinder #192: Worst of All Possible Worlds,,,,,,,,,,,,,,,,,Paizo
The Theater,20,,,0,,"artifact, harrow-court, invested, magical",Unique,,Pathfinder #190: The Choosing,,,,,,,,,,,,,,,,,Paizo
The Trader,20,,,0,,"artifact, harrow-court, invested, magical",Unique,,Pathfinder #192: Worst of All Possible Worlds,,,,,,,,,,,,,,,,,Paizo
The Trumpet,20,,,0,,"artifact, harrow-court, invested, magical",Unique,,Pathfinder #190: The Choosing,,,,,,,,,,,,,,,,,Paizo
The Twin,20,,,0,,"artifact, harrow-court, illusion, invested, magical",Unique,,Pathfinder #192: Worst of All Possible Worlds,,,,,,,,,,,,,,,,,Paizo
The Tyrant,20,,,0,,"artifact, harrow-court, invested, magical",Unique,,Pathfinder #191: The Destiny War,,,,,,,,,,,,,,,,,Paizo
The Unicorn,20,,,0,,"artifact, harrow-court, invested, magical",Unique,,Pathfinder #192: Worst of All Possible Worlds,,,,,,,,,,,,,,,,,Paizo
The Uprising,20,,,0,,"artifact, harrow-court, invested, magical",Unique,,Pathfinder #191: The Destiny War,,,,,,,,,,,,,,,,,Paizo
The Vision,20,,,0,,"artifact, harrow-court, invested, magical",Unique,,Pathfinder #190: The Choosing,,,,,,,,,,,,,,,,,Paizo
The Wanderer,20,,,0,,"artifact, harrow-court, invested, magical",Unique,,Pathfinder #192: Worst of All Possible Worlds,,,,,,,,,,,,,,,,,Paizo
The Waxworks,20,,,0,,"artifact, harrow-court, invested, magical",Unique,,Pathfinder #191: The Destiny War,,,,,,,,,,,,,,,,,Paizo
The Whispering Reeds,10,,,0,,"artifact, occult",Rare,2,Pathfinder #163: Ruins of Gauntlight,,,,,,,,,,,,,,,,,Paizo
The Winged Serpent,20,,,0,,"artifact, harrow-court, invested, magical",Unique,,Pathfinder #192: Worst of All Possible Worlds,,,,,,,,,,,,,,,,,Paizo
Theater Enhancers,1,,,15,,,Uncommon,,Pathfinder Lost Omens Rival Academies,,,,,,,,,,,,,,,,,Paizo
Thorn Brush,15,,,6500,,"holy, magical, versatile-p",Rare,1,"Pathfinder #205: Singer, Stalker, Skinsaw Man",,,,,,,,,,,,,,,,,Paizo
Thrasher Tail,9,,,620,,"clockwork, kobold, mechanical",Rare,1,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Three-peaked Tree,1,,,12,,"combination, concussive, elf, fatal-d10, parry",Uncommon,2,Pathfinder Guns & Gears,,,,,,,,,,,,,,,,,Paizo
Three-Pillared Yang Na,4,,,80,,"divine, invested, tattoo",Rare,,Pathfinder Lost Omens Rival Academies,,,,,,,,,,,,,,,,,Paizo
Throwing Knife (Extinction Curse),0,,,3,,"agile, finesse, thrown-20, twin",Uncommon,L,Pathfinder #151: The Show Must Go On,,,,,,,,,,,,,,,,,Paizo
Thundercrasher,5,,,155,,"concussive, magical, scatter-10",Uncommon,2,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Tideplate,10,,,1000,,"invested, magical",,4,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Tiger's Claw,11,,,1400,,"concealable, concussive, fatal-d10, illusion, primal",Rare,1,Pathfinder Guns & Gears,,,,,,,,,,,,,,,,,Paizo
Titan Nagaji Scales,1,,,0,,comfort,,,Pathfinder Lost Omens Impossible Lands,,,,,,,,,,,,,,,,,Paizo
Toolkit of Bronze Whispers,5,,,50,,"divine, intelligent",Rare,2,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Toshigami Blossom,15,,,0,,"intelligent, invested, primal",Rare,,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Tough Skin,1,,,0,,comfort,,,Pathfinder Lost Omens Impossible Lands,,,,,,,,,,,,,,,,,Paizo
Tremorsensors,,,,,,,,,,,,,,,,,,,,,,,,,,
Triggerbrand,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripod,,,,,,,,,,,,,,,,,,,,,,,,,,
Trustworthy Round,3,,,9,,"consumable, magical, common",,,Pathfinder Guns & Gears,,,,,,,,,,,,,,,,,Paizo
Tteokguk of Time Advancement,5,,,0,,"consumable, magical, polymorph",,L,Pathfinder Blog,,,,,,,,,,,,,,,,,Paizo
Tumbler's Belt,13,,,3000,,"invested, magical, unique",,L,Pathfinder #204: Stage Fright,,,,,,,,,,,,,,,,,Paizo
Twig of Knowledge and Memory,1,,,4,,"consumable, magical, mental, plant",Uncommon,L,Pathfinder Lost Omens Rival Academies,,,,,,,,,,,,,,,,,Paizo
Umbrella Injector,0,,,4,,"concealable, finesse, injection, parry",Uncommon,1,Pathfinder Guns & Gears,,,,,,,,,,,,,,,,,Paizo
Underwater firing Mechanism,9,,,600,,magical,Uncommon,,Pathfinder Guns & Gears,,,,,,,,,,,,,,,,,Paizo
Underwater,,,,,,,,,,,,,,,,,,,,,,,,,,
Unending Youth,20,,,0,,"contract, invested, magical",Rare,,Pathfinder Lost Omens Legends,,,,,,,,,,,,,,,,,Paizo
Unfolding Tree House,7,,,340,,"magical, structure, wood",Uncommon,L,Pathfinder #203: Shepherd of Decay,,,,,,,,,,,,,,,,,Paizo
Uniter of Clans,5,,,125,,"invested, magical, relic",Unique,,Pathfinder #193: Mantle of Gold,,,,,,,,,,,,,,,,,Paizo
unnamed-item,,,,25,,,,,Pathfinder Gamemastery Guide,,,,,,,,,,,,,,,,,Paizo
Ursine Avenger Hood,2,,,0,,"artifact, invested, primal",Unique,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Uzunjati Storytelling Amulet,5,,,145,,"invested, magical",Rare,,Pathfinder Lost Omens Rival Academies,,,,,,,,,,,,,,,,,Paizo
Vanishing Shocker (Greater),15,,,1300,,"consumable, electricity, gadget, illusion, magical",Uncommon,L,Pathfinder Lost Omens Rival Academies,,,,,,,,,,,,,,,,,Paizo
Vanishing Shocker (Lesser),7,,,70,,"consumable, electricity, gadget, illusion, magical",Uncommon,L,Pathfinder Lost Omens Rival Academies,,,,,,,,,,,,,,,,,Paizo
Vanishing Shocker (Major),19,,,8000,,"consumable, electricity, gadget, illusion, magical",Uncommon,L,Pathfinder Lost Omens Rival Academies,,,,,,,,,,,,,,,,,Paizo
Vanishing Shocker (Moderate),11,,,300,,"consumable, electricity, gadget, illusion, magical",Uncommon,L,Pathfinder Lost Omens Rival Academies,,,,,,,,,,,,,,,,,Paizo
Vashu's Ninth Life,9,,,700,,"deadly-d8, magical, two-hand-d10, versatile-p",Unique,1,Pathfinder #198: No Breath to Cry,,,,,,,,,,,,,,,,,Paizo
Venom Lash,7,,,350,,"disarm, magical, poison, sweep, trip",Uncommon,1,"Pathfinder #208: Hoof, Cinder, and Storm",,,,,,,,,,,,,,,,,Paizo
Verdant Branch,7,,,360,,"plant, primal",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Versatile Vial,1,,,0,,"acid, alchemical, bomb, consumable, infused, splash",,,Pathfinder Player Core 2,,,,,,,,,,,,,,,,,Paizo
Vial of the Immortal Wellspring,20,,,0,,"contract, invested, magical",Rare,,Pathfinder Dark Archive,,,,,,,,,,,,,,,,,Paizo
Violet Ray,12,,,1893,,,Rare,2,Pathfinder Guns & Gears,,,,,,,,,,,,,,,,,Paizo
Viridian Crown,20,,,0,,"apex, artifact, invested, primal",Unique,L,Pathfinder #212: A Voice in the Blight,,,,,,,,,,,,,,,,,Paizo
Vitalizing (Greater),14,,,4300,,magical,,,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Vitalizing,,,,,,,,,,,,,,,,,,,,,,,,,,
Vocal Shells,3,,,50,,clockwork,Rare,,Pathfinder Lost Omens Rival Academies,,,,,,,,,,,,,,,,,Paizo
Voicebox,,,,,,,,,,,,,,,,,,,,,,,,,,
Void Mirror,20,,,0,,"artifact, magical, unique",,3,Pathfinder Adventure: Malevolence,,,,,,,,,,,,,,,,,Paizo
Void Shackles,17,,,12500,,"magical, void",Rare,,Pathfinder #212: A Voice in the Blight,,,,,,,,,,,,,,,,,Paizo
Vyre's Bliss,20,,,8500,,"alchemical, consumable, ingested, poison, virulent",Rare,L,Pathfinder #206: Bring the House Down,,,,,,,,,,,,,,,,,Paizo
Wand Cane,4,,,100,,"magical, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Choking Mist (Obscuring Mist),6,,,250,,"magical, wand, water",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Choking Mist (Solid Fog),10,,,1000,,"magical, wand, water",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Chromatic Burst (4th-level),10,,,1000,,"magical, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Chromatic Burst (7th-level),16,,,10000,,"magical, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Clinging Rime (7th-level),16,,,10000,,"cold, magical, wand, water",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Clinging Rime (8th-level),18,,,24000,,"cold, magical, wand, water",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Clinging Rime (9th-level),20,,,70000,,"cold, magical, wand, water",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Continuation (1st-Rank Spell),5,,,160,,"magical, wand",,L,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Wand of Continuation (2nd-Rank Spell),7,,,360,,"magical, wand",,L,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
