item,path,target_layout,possible_database_matches,export_errors,Name,Source,Rarity,Traits,ItemLevel,AddedPrice,AddedPricePerBulk,Prerequisite,Type,Publisher_Source,Subtype,Cost,Curse,Bulk,Adventuring,Alchemist,Arcane,Blacksmith,Scribe,Bowyer,General,Jewelry,Leatherworker,Music_Games,Illicit,Tailor,Temple,Armorer,Weaponsmith,Tattooist
Lastwall Soup (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\L\lastwall-soup-greater.md,worn_item,Lastwall Soup; Swallow-Spike (Greater); Steelscour (greater),,Lastwall Soup (Greater),Pathfinder Lost Omens Knights of Lastwall pg. 92,uncommon,"alchemical, consumable, elixir",18,,,,,Paizo,,3500,,L,,,,,,,,,,,,,,,,
Lastwall Soup (Improved),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\L\lastwall-soup-improved.md,worn_item,Lastwall Soup,,Lastwall Soup (Improved),Pathfinder Lost Omens Knights of Lastwall pg. 92,uncommon,"alchemical, consumable, elixir",10,,,,,Paizo,,160,,L,,,,,,,,,,,,,,,,
Lesser Cube of Nex,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\L\lesser-cube-of-nex.md,worn_item,,,Lesser Cube of Nex,Pathfinder Lost Omens Impossible Lands pg. 304,unique,"artifact, magical",20,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
Leydroth Spellbreaker,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\L\leydroth-spellbreaker.md,worn_item,,,Leydroth Spellbreaker,Pathfinder Howl of the Wild pg. rare,,"concussive, magical, scatter-10",17,,,,,Paizo,,15000,,2,,,,,,,,,,,,,,,,
Liar's Gun,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\L\liars-gun.md,worn_item,,,Liar's Gun,Pathfinder Guns & Gears pg. 157,uncommon,"capacity-4, cobbled, concussive, fatal-d8, magical",7,,,,,Paizo,,360,,1,,,,,,,,,,,,,,,,
Life-Saver Mail (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\L\life-saver-mail-greater.md,worn_item,,,Life-Saver Mail (Greater),Pathfinder GM Core pg. 230,,"invested, magical",20,,,,,Paizo,,52500,,3,,,,,,,,,,,,,,,,
Life-Saver Mail,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\L\life-saver-mail.md,worn_item,,,Life-Saver Mail,Pathfinder GM Core pg. 230,,"invested, magical",14,,,,,Paizo,,4000,,3,,,,,,,,,,,,,,,,
Light Writer Plates,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\L\light-writer-plates.md,worn_item,Light Writer; Light Writer (Metal Plates per 10),,Light Writer Plates,Pathfinder Guns & Gears pg. 88,rare,"clockwork, light",6,,,,,Paizo,,3,,,,,,,,,,,,,,,,,,
Lion's Armor (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\L\lions-armor-greater.md,worn_item,Lionfish Spear (Greater); Talisman Cord (Greater); Healing Vapor (Greater),,Lion's Armor (Greater),Pathfinder GM Core pg. 230,,"invested, magical",19,,,,,Paizo,,30500,,,,,,,,,,,,,,,,,,
Lion's Armor,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\L\lions-armor.md,worn_item,,,Lion's Armor,Pathfinder GM Core pg. 230,,"invested, magical",12,,,,,Paizo,,2000,,,,,,,,,,,,,,,,,,
Liver Bloodstone of Arazni,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\L\liver-bloodstone-of-arazni.md,worn_item,,,Liver Bloodstone of Arazni,Pathfinder Claws of the Tyrant pg. 109,unique,"artifact, divine",11,,,,,Paizo,,0,,1,,,,,,,,,,,,,,,,
Lodestone Shield,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\L\lodestone-shield.md,worn_item,Limestone Shield; Wooden Shield; Lodestone Pellet,,Lodestone Shield,Pathfinder GM Core pg. 234,,magical,11,,,,,Paizo,,1350,,1,,,,,,,,,,,,,,,,
Long Air Repeater,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\L\long-air-repeater.md,basic,,,Long Air Repeater,Pathfinder Guns & Gears pg. 153,uncommon,"kickback, repeating",0,,,,Simple Ranged,Paizo,,6,,1,,,,,,,,,,,,,,,,
Lost Ember,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\L\lost-ember.md,worn_item,,,Lost Ember,Pathfinder Dark Archive pg. 165,rare,"contract, invested, magical",10,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
Lucky Draw Bandolier (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\L\lucky-draw-bandolier-greater.md,worn_item,,,Lucky Draw Bandolier (Greater),Pathfinder Guns & Gears pg. 180,uncommon,"invested, magical",12,,,,,Paizo,,2000,,,,,,,,,,,,,,,,,,
Lucky Draw Bandolier,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\L\lucky-draw-bandolier.md,worn_item,,,Lucky Draw Bandolier,Pathfinder Guns & Gears pg. 180,uncommon,"invested, magical",9,,,,,Paizo,,700,,,,,,,,,,,,,,,,,,
Lucky Keepsake,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\L\lucky-keepsake.md,worn_item,,,Lucky Keepsake,Pathfinder Lost Omens Character Guide pg. 69,,leshy,9,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
Lung Bloodstone of Arazni,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\L\lung-bloodstone-of-arazni.md,worn_item,,,Lung Bloodstone of Arazni,Pathfinder Claws of the Tyrant pg. 109,unique,"artifact, divine",11,,,,,Paizo,,0,,1,,,,,,,,,,,,,,,,
Mace Multipistol,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\mace-multipistol.md,basic,,,Mace Multipistol,Pathfinder Guns & Gears pg. 159,uncommon,"capacity-3, combination, concussive, fatal-d8",0,,,,Martial Melee/Ranged,Paizo,,13,,1,,,,,,,,,,,,,,,,
macuahuitl,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\macuahuitl.md,basic,,,macuahuitl,Pathfinder War of Immortals pg. 147,uncommon,"backswing, tearing, versatile-b",,,,,Martial Melee,Paizo,,3,,,,,,,,,,,,,,,,,,
Madcap Top,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\madcap-top.md,worn_item,,,Madcap Top,Pathfinder GM Core pg. 274,rare,magical,8,,,,,Paizo,,459,,L,,,,,,,,,,,,,,,,
Maelstromic Destabilizer (Lesser),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\maelstromic-destabilizer-lesser.md,worn_item,,,Maelstromic Destabilizer (Lesser),Pathfinder Lost Omens Rival Academies pg. 92,uncommon,"consumable, gadget, spirit",2,,,,,Paizo,,6,,L,,,,,,,,,,,,,,,,
Maelstromic Destabilizer (Major),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\maelstromic-destabilizer-major.md,worn_item,,,Maelstromic Destabilizer (Major),Pathfinder Lost Omens Rival Academies pg. 92,uncommon,"consumable, gadget, spirit",17,,,,,Paizo,,2750,,L,,,,,,,,,,,,,,,,
Maelstromic Destabilizer (Moderate),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\maelstromic-destabilizer-moderate.md,worn_item,,,Maelstromic Destabilizer (Moderate),Pathfinder Lost Omens Rival Academies pg. 92,uncommon,"consumable, gadget, spirit",7,,,,,Paizo,,65,,L,,,,,,,,,,,,,,,,
Magical Prosthetic Eye,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\magical-prosthetic-eye.md,worn_item,,,Magical Prosthetic Eye,Pathfinder Treasure Vault pg. 105,,magical,1,,,,,Paizo,,5,,L,,,,,,,,,,,,,,,,
Magnetic Suit (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\magnetic-suit-greater.md,worn_item,Magnetic Shot (Greater); Mage's Hat (Greater); Emetic Paste (Greater),,Magnetic Suit (Greater),Pathfinder Guns & Gears pg. 71,,"aura, consumable",10,,,,,Paizo,,200,,1,,,,,,,,,,,,,,,,
Magnetic Suit (Major),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\magnetic-suit-major.md,worn_item,,,Magnetic Suit (Major),Pathfinder Guns & Gears pg. 71,,"aura, consumable",16,,,,,Paizo,,2000,,1,,,,,,,,,,,,,,,,
Magnetic Suit,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\magnetic-suit.md,worn_item,Magnetic Shield; Magnet Coin; Magnetic Token,,Magnetic Suit,Pathfinder Guns & Gears pg. 71,,"aura, consumable",4,,,,,Paizo,,20,,1,,,,,,,,,,,,,,,,
Magnetite Scope (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\magnetite-scope-greater.md,worn_item,Magnetic Shot (Greater); Mantis Embrace (Greater); Antidote (Greater),,Magnetite Scope (Greater),Pathfinder Guns & Gears pg. 181,,magical,17,,,,,Paizo,,16000,,L,,,,,,,,,,,,,,,,
Magnetite Scope,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\magnetite-scope.md,worn_item,Magnetic Token,,Magnetite Scope,Pathfinder Guns & Gears pg. 181,,magical,9,,,,,Paizo,,800,,L,,,,,,,,,,,,,,,,
Magnifying Scope (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\magnifying-scope-greater.md,worn_item,,,Magnifying Scope (Greater),Pathfinder Guns & Gears pg. 181,,magical,9,,,,,Paizo,,800,,L,,,,,,,,,,,,,,,,
Magnifying Scope (Major),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\magnifying-scope-major.md,worn_item,,,Magnifying Scope (Major),Pathfinder Guns & Gears pg. 181,,magical,17,,,,,Paizo,,16000,,L,,,,,,,,,,,,,,,,
Magnifying Scope,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\magnifying-scope.md,worn_item,Magnifying Glass,,Magnifying Scope,Pathfinder Guns & Gears pg. 181,,magical,3,,,,,Paizo,,70,,L,,,,,,,,,,,,,,,,
Majordomo Torc,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\majordomo-torc.md,worn_item,,,Majordomo Torc,Pathfinder Treasure Vault pg. 195,Rare,"intelligent, invested, magical",6,,,,,Paizo,,200,,L,,,,,,,,,,,,,,,,
Malefic Mirror,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\malefic-mirror.md,worn_item,,,Malefic Mirror,Pathfinder NPC Core pg. 107,Rare,"invested, occult, scrying, unholy",11,,,,,Paizo,,0,,2,,,,,,,,,,,,,,,,
Mantle of the Grogrisant,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\mantle-of-the-grogrisant.md,worn_item,,,Mantle of the Grogrisant,Pathfinder Lost Omens Monsters of Myth pg. 35,Unique,"invested, primal",18,,,,,Paizo,,22000,,L,,,,,,,,,,,,,,,,
Marvelous Miniature (Boat),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\marvelous-miniature-boat.md,worn_item,,,Marvelous Miniature (Boat),Pathfinder GM Core pg. 268,,"consumable, expandable, magical",8,,,,,Paizo,,76,,,,,,,,,,,,,,,,,,
Marvelous Miniature (Campfire),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\marvelous-miniature-campfire.md,worn_item,,,Marvelous Miniature (Campfire),Pathfinder GM Core,,"consumable, expandable, magical",1,,,,,Paizo,,1,,,,,,,,,,,,,,,,,,
Marvelous Miniature (Chest),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\marvelous-miniature-chest.md,worn_item,,,Marvelous Miniature (Chest),Pathfinder GM Core pg. 268,,"consumable, expandable, magical",3,,,,,Paizo,,10,,,,,,,,,,,,,,,,,,
Marvelous Miniature (Horse),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\marvelous-miniature-horse.md,worn_item,,,Marvelous Miniature (Horse),Pathfinder GM Core,,"consumable, expandable, magical",4,,,,,Paizo,,13,,,,,,,,,,,,,,,,,,
Marvelous Miniature (Ladder),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\marvelous-miniature-ladder.md,worn_item,,,Marvelous Miniature (Ladder),Pathfinder GM Core,,"consumable, expandable, magical",1,,,,,Paizo,,3,,,,,,,,,,,,,,,,,,
Mat of Resilience (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\mat-of-resilience-greater.md,worn_item,Golden Silencer (Greater); Potion of Resistance (Greater),,Mat of Resilience (Greater),Pathfinder #209: Destroyer's Doom pg. 83,Uncommon,magical,12,,,,,Paizo,,1800,,1,,,,,,,,,,,,,,,,
Mat of Resilience,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\mat-of-resilience.md,worn_item,Major Resilient,,Mat of Resilience,Pathfinder #209: Destroyer's Doom pg. 83,Uncommon,magical,7,,,,,Paizo,,330,,1,,,,,,,,,,,,,,,,
Material Essence Disruptor (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\material-essence-disruptor-greater.md,worn_item,,,Material Essence Disruptor (Greater),Pathfinder Guns & Gears pg. 71,Uncommon,"consumable, gadget",11,,,,,Paizo,,300,,1,,,,,,,,,,,,,,,,
Material Essence Disruptor (Lesser),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\material-essence-disruptor-lesser.md,worn_item,,,Material Essence Disruptor (Lesser),Pathfinder Guns & Gears pg. 71,Uncommon,"consumable, gadget",3,,,,,Paizo,,12,,1,,,,,,,,,,,,,,,,
Material Essence Disruptor (Major),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\material-essence-disruptor-major.md,worn_item,,,Material Essence Disruptor (Major),Pathfinder Guns & Gears pg. 71,Uncommon,"consumable, gadget",15,,,,,Paizo,,1300,,1,,,,,,,,,,,,,,,,
Material Essence Disruptor (Moderate),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\material-essence-disruptor-moderate.md,worn_item,,,Material Essence Disruptor (Moderate),Pathfinder Guns & Gears pg. 71,Uncommon,"consumable, gadget",7,,,,,Paizo,,70,,1,,,,,,,,,,,,,,,,
Medusa Armor,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\medusa-armor.md,worn_item,,,Medusa Armor,Pathfinder GM Core pg. 306,Rare,"cursed, invested, magical",14,,,,,Paizo,,0,,2,,,,,,,,,,,,,,,,
Meteor Shot (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\meteor-shot-greater.md,worn_item,Magnetic Shot (Greater); Weapon Shot (Greater); Mage's Hat (Greater),,Meteor Shot (Greater),Pathfinder Guns & Gears pg. 171,Uncommon,"consumable, fire, magical, splash",12,,,,,Paizo,,400,,,,,,,,,,,,,,,,,,
Meteor Shot (Major),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\meteor-shot-major.md,worn_item,Weapon Shot (Major),,Meteor Shot (Major),Pathfinder Guns & Gears pg. 171,Uncommon,"consumable, fire, magical, splash",17,,,,,Paizo,,3000,,,,,,,,,,,,,,,,,,
Meteor Shot,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\meteor-shot.md,worn_item,Meteor Shield,,Meteor Shot,Pathfinder Guns & Gears pg. 171,Uncommon,"consumable, fire, magical, splash",7,,,,,Paizo,,70,,,,,,,,,,,,,,,,,,
Metuak's Pendant,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\metuaks-pendant.md,worn_item,,,Metuak's Pendant,Pathfinder #176: Lost Mammoth Valley pg. 81,Unique,"invested, magical",5,,,,,Paizo,,155,,L,,,,,,,,,,,,,,,,
Mindlance,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\Mindlance.md,worn_item,,unrecognized Publisher_Source for source='',Mindlance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mindmurk Oil,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\mindmurk-oil.md,worn_item,,,Mindmurk Oil,Pathfinder Society Scenario #1-23: The Star-Crossed Court,Uncommon,"alchemical, consumable, ingested, poison",4,,,,,Paizo,,0,,L,,,,,,,,,,,,,,,,
Mindrender Baton,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\mindrender-baton.md,worn_item,,,Mindrender Baton,Pathfinder Kingmaker,,"tech, rare",15,,,,,Paizo,,6500,,1,,,,,,,,,,,,,,,,
Minotaur Chair,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\minotaur-chair.md,worn_item,,,Minotaur Chair,Pathfinder Lost Omens The Grand Bazaar,,magical,9,,,,,Paizo,,600,,4,,,,,,,,,,,,,,,,
Miogimo's Mask,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\miogimos-mask.md,worn_item,,,Miogimo's Mask,Pathfinder #161: Belly of the Black Whale,Unique,"invested, magical",16,,,,,Paizo,,9500,,L,,,,,,,,,,,,,,,,
Mirror Implement,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\Mirror Implement.md,worn_item,,unrecognized Publisher_Source for source='',Mirror Implement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mirror of Sorshen,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\mirror-of-sorshen.md,worn_item,,,Mirror of Sorshen,Pathfinder GM Core,Unique,"artifact, magical",25,,,,,Paizo,,0,,L,,,,,,,,,,,,,,,,
Mocker's Swazzle,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\mockers-swazzle.md,worn_item,,,Mocker's Swazzle,Pathfinder #204: Stage Fright,Unique,magical,13,,,,,Paizo,,3000,,L,,,,,,,,,,,,,,,,
Monarch,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\Monarch.md,worn_item,Clown Monarch,unrecognized Publisher_Source for source='',Monarch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monster Suit,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\monster-suit.md,worn_item,,,Monster Suit,Pathfinder Lost Omens Rival Academies,Uncommon,,5,,,,,Paizo,,80,,2,,,,,,,,,,,,,,,,
Moonkeep Hyacinth,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\moonkeep-hyacinth.md,worn_item,,,Moonkeep Hyacinth,Pathfinder #213: Thirst for Blood,Rare,"consumable, magical, plant",12,,,,,Paizo,,400,,L,,,,,,,,,,,,,,,,
Moonkeep Lily,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\moonkeep-lily.md,worn_item,,,Moonkeep Lily,Pathfinder #213: Thirst for Blood,Rare,"consumable, magical, plant",5,,,,,Paizo,,30,,L,,,,,,,,,,,,,,,,
Moonkeep Orchid,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\moonkeep-orchid.md,worn_item,,,Moonkeep Orchid,Pathfinder #213: Thirst for Blood,Rare,"consumable, magical, plant",5,,,,,Paizo,,30,,L,,,,,,,,,,,,,,,,
Moritype (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\moritype-(greater).md,worn_item,,,Moritype (Greater),Pathfinder Lost Omens Rival Academies,Rare,"consumable, gadget, void",16,,,,,Paizo,,2000,,L,,,,,,,,,,,,,,,,
moritype,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\moritype.md,worn_item,,unrecognized Publisher_Source for source='',moritype,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morning Glow,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\morning-glow.md,worn_item,,,Morning Glow,Pathfinder #210: Whispers in the Dirt,Unique,"elf, finesse, forceful, magical",14,,,,,Paizo,,4456,,2,,,,,,,,,,,,,,,,
Motivating Treat Bag,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\motivating-treat-bag.md,worn_item,,,Motivating Treat Bag,"Pathfinder #208: Hoof, Cinder, and Storm",Uncommon,magical,5,,,,,Paizo,,135,,L,,,,,,,,,,,,,,,,
Mountebank's Passage,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\mountebanks-passage.md,worn_item,,,Mountebank's Passage,Pathfinder Guns & Gears,Unique,"concussive, fatal-d8, magical",15,,,,,Paizo,,0,,1,,,,,,,,,,,,,,,,
Musical Instrument (Handheld),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\Musical Instrument (Handheld).md,worn_item,,unrecognized Publisher_Source for source='',Musical Instrument (Handheld),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Musical Instrument (Heavy),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\Musical Instrument (Heavy).md,worn_item,,unrecognized Publisher_Source for source='',Musical Instrument (Heavy),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Musical Instrument (Virtuoso handheld),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\musical-instrument-(virtuoso-handheld).md,worn_item,,,Musical Instrument (Virtuoso handheld),Pathfinder Player Core,,,3,,,,,Paizo,,50,,1,,,,,,,,,,,,,,,,
Musical Instrument (Virtuoso heavy),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\musical-instrument-(virtuoso-heavy).md,worn_item,,,Musical Instrument (Virtuoso heavy),Pathfinder Player Core,,,3,,,,,Paizo,,100,,16,,,,,,,,,,,,,,,,
Musket Staff of Force,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\musket-staff-of-force.md,worn_item,,,Musket Staff of Force,Pathfinder NPC Core,Rare,"concussive, fatal-d10, force, magical, staff",4,,,,,Paizo,,100,,1,,,,,,,,,,,,,,,,
Musket Staff of Void,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\musket-staff-of-void.md,worn_item,,,Musket Staff of Void,Pathfinder NPC Core,Rare,"concussive, fatal-d10, magical, staff, void",4,,,,,Paizo,,100,,1,,,,,,,,,,,,,,,,
Mutator Onyx,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\mutator-onyx.md,worn_item,,,Mutator Onyx,Pathfinder Lost Omens Rival Academies,Rare,"alchemical, consumable, earth",3,,,,,Paizo,,10,,L,,,,,,,,,,,,,,,,
Mycoweave Shield (Major),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\mycoweave-shield-(major).md,worn_item,Mycoweave Shiled (Major); Mycoweave Shield (Lesser); Mycoweave Shield (Greater),,Mycoweave Shield (Major),Pathfinder #193: Mantle of Gold,Uncommon,,16,,,,,Paizo,,40,,1,,,,,,,,,,,,,,,,
Mythic Armor Potency,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\mythic-armor-potency.md,worn_item,Armor Potency +3; Armor Potency +2; Armor Potency +1,,Mythic Armor Potency,Pathfinder War of Immortals,Rare,"magical, mythic",20,,,,,Paizo,,70000,,,,,,,,,,,,,,,,,,
Mythic Resilient,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\mythic-resilient.md,worn_item,Resilient,,Mythic Resilient,Pathfinder War of Immortals,Rare,"magical, mythic",20,,,,,Paizo,,70000,,,,,,,,,,,,,,,,,,
Mythic Striking,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\mythic-striking.md,worn_item,Striking,,Mythic Striking,Pathfinder War of Immortals,Rare,"magical, mythic",20,,,,,Paizo,,70000,,,,,,,,,,,,,,,,,,
Mythic Weapon Potency,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\mythic-weapon-potency.md,worn_item,Weapon Potency +3; Weapon Potency +2; Weapon Potency +1,,Mythic Weapon Potency,Pathfinder War of Immortals,Rare,"magical, mythic",20,,,,,Paizo,,70000,,,,,,,,,,,,,,,,,,
Nail Bomb (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\N\nail-bomb-(greater).md,worn_item,Tallow Bomb (Greater); Junk Bomb (Greater); Glue Bomb (Greater),,Nail Bomb (Greater),Pathfinder #202: Severed at the Root,Uncommon,"alchemical, bomb, consumable, splash",12,,,,,Paizo,,350,,L,,,,,,,,,,,,,,,,
Nail Bomb (Lesser),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\N\nail-bomb-(lesser).md,worn_item,Tallow Bomb (Lesser); Junk Bomb (Lesser); Glue Bomb (Lesser),,Nail Bomb (Lesser),Pathfinder #202: Severed at the Root,Uncommon,"alchemical, bomb, consumable, splash",2,,,,,Paizo,,8,,L,,,,,,,,,,,,,,,,
Nail Bomb (Major),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\N\nail-bomb-(major).md,worn_item,Tallow Bomb (Major); Junk Bomb (Major); Glue Bomb (Major),,Nail Bomb (Major),Pathfinder #202: Severed at the Root,Uncommon,"alchemical, bomb, consumable, splash",18,,,,,Paizo,,4000,,L,,,,,,,,,,,,,,,,
Nail Bomb (Moderate),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\N\nail-bomb-(moderate).md,worn_item,Tallow Bomb (Moderate); Junk Bomb (Moderate); Glue Bomb (Moderate),,Nail Bomb (Moderate),Pathfinder #202: Severed at the Root,Uncommon,"alchemical, bomb, consumable, splash",4,,,,,Paizo,,16,,L,,,,,,,,,,,,,,,,
